name,short_name,vendor,format,is_instrument,primary_category_v10_6,categories_v10_6,instrument_type_v10_6,confidence_v10,needs_review_v10,primary_category_v11,categories_v11,instrument_type_v11,confidence_v11,needs_review_v11,web_verified_v11,notes_v11,idx,ident,primary_category_v6,categories_v6,primary_category_v10,categories_v10,use_cases_v10,rationale_v10,notes_v10,instrument_type_v1,instrument_tags_v1,instrument_confidence_v1,instrument_reason_v1,primary_category_v10_5,categories_v10_5,primary_category_v10_5_norm,categories_v10_5_norm_list,instrument_type_v2,instrument_tags_v2,instrument_confidence_v2,instrument_reason_v2,instrument_tags_v10_6,instrument_confidence_v10_6,instrument_reason_v10_6,needs_review,mismatch_score,web_verified_bool,__cluster,verified_integrity_v11,integrity_issues_v11,verified_auto_strict_v11,verified_auto_strict_reason_v11,verified_v11,verified_v11_level
JS: Goniometer,Goniometer,,JS,False,Analysis/Metering,Analysis/Metering,,high,False,Analysis/Metering,Analysis/Metering,,high,False,False,,1441,loser/gfxGoniometer,Metering/Analysis,Metering/Analysis,Analysis/Metering,Analysis/Metering,Utility/Analysis,v6 metering,,,,,,Analysis/Metering,Analysis/Metering,Analysis/Metering,['Analysis/Metering'],,,,,,,,False,0.0,False,novendor|js: goniometer,True,,True,analysis_kw,True,auto_strict
JS: Master Limiter,Master Limiter,,JS,False,Dynamics/Limiter,Dynamics/Limiter; Mastering/Limiter; Mastering/Suite,,high,False,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter;Mastering/Suite,,high,False,False,,1442,loser/masterLimiter,Limiter/Clipper,Dynamics; Limiter/Clipper,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter;Mastering/Suite,Bus/Master,limiter keyword,,,,,,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter;Mastering/Suite,Dynamics/Limiter,"['Dynamics/Limiter', 'Mastering/Limiter', 'Mastering/Suite']",,,,,,,,False,0.0,False,novendor|js: master limiter,True,,True,lim_kw,True,auto_strict
JS: MGA JS Limiter,MGA JS Limiter,,JS,False,Dynamics/Limiter,Dynamics/Limiter; Mastering/Limiter,,high,False,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,,high,False,False,,1443,loser/MGA_JSLimiter,Limiter/Clipper,Dynamics; Limiter/Clipper,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Bus/Master,limiter keyword,,,,,,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Dynamics/Limiter,"['Dynamics/Limiter', 'Mastering/Limiter']",,,,,,,,False,0.0,False,novendor|js: mga js limiter,True,,True,lim_kw,True,auto_strict
JS: MGA JS Limiter (Unlinked Stereo),MGA JS Limiter,Unlinked Stereo,JS,False,Dynamics/Limiter,Dynamics/Limiter; Mastering/Limiter,,high,False,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,,high,False,False,,1444,loser/MGA_JSLimiterST,Limiter/Clipper,Dynamics; Limiter/Clipper; Spatial/Imaging,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Bus/Master,limiter keyword,,,,,,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Dynamics/Limiter,"['Dynamics/Limiter', 'Mastering/Limiter']",,,,,,,,False,0.0,False,unlinked stereo|mga js limiter,True,,True,lim_kw,True,auto_strict
JS: MIDI EQ Ducker,MIDI EQ Ducker,,JS,False,EQ/Parametric,EQ/Parametric; FX/EQ,,high,False,EQ/Parametric,EQ/Parametric;FX/EQ,,high,False,False,,1445,loser/MIDI_EQ_Ducker,MIDI/Sequencing,Dynamics; EQ/Filter; MIDI/Sequencing,EQ/Parametric,EQ/Parametric;FX/EQ,Bus/Groups;Bus/Tracks,override v6->EQ/Filter by name keyword | eq keyword,,,,,,EQ/Parametric,EQ/Parametric;FX/EQ,EQ/Parametric,"['EQ/Parametric', 'FX/EQ']",,,,,,,,False,1.0,False,novendor|js: midi eq ducker,True,,True,name/format heuristic,True,auto_strict
JS: Channel Phase Meter,Channel Phase Meter,,JS,False,Analysis/Metering,Analysis/Metering,,high,False,Analysis/Metering,Analysis/Metering,,high,False,False,,1446,loser/phaseMeter,Metering/Analysis,Metering/Analysis,Analysis/Metering,Analysis/Metering,Utility/Analysis,v6 metering,,,,,,Analysis/Metering,Analysis/Metering,Analysis/Metering,['Analysis/Metering'],,,,,,,,False,0.0,False,novendor|js: channel phase meter,True,,True,analysis_kw,True,auto_strict
JS: Ping Pong Pan,Ping Pong Pan,,JS,False,Delay/PingPong,Delay/PingPong; FX/Delay,,high,False,Delay/PingPong,Delay/PingPong;FX/Delay,,high,False,False,,1447,loser/ppp,Delay,Delay; Spatial/Imaging,Delay/PingPong,Delay/PingPong;FX/Delay,Bus/FX;IDM/SoundDesign,v6 delay,,,,,,Delay/PingPong,Delay/PingPong;FX/Delay,Delay/PingPong,"['Delay/PingPong', 'FX/Delay']",,,,,,,,False,0.0,False,novendor|js: ping pong pan,True,,True,name/format heuristic,True,auto_strict
JS: Saturation,Saturation,,JS,False,Saturation/General,FX/Distortion; FX/Saturation; Saturation/General,,high,False,Saturation/General,FX/Distortion;FX/Saturation;Saturation/General,,high,False,False,,1448,loser/Saturation,Saturation/Distortion,Saturation/Distortion,Saturation/General,FX/Distortion;FX/Saturation;Saturation/General,Bus/Coloring;Bus/FX,v6 sat/dist,,,,,,Saturation/General,FX/Distortion;FX/Saturation;Saturation/General,Saturation/General,"['FX/Distortion', 'FX/Saturation', 'Saturation/General']",,,,,,,,False,0.0,False,novendor|js: saturation,True,,True,sat_kw,True,auto_strict
JS: Simple Peak-1 Limiter,Simple Peak-1 Limiter,,JS,False,Dynamics/Limiter,Dynamics/Limiter; Mastering/Limiter,,high,False,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,,high,False,False,,1449,loser/SP1LimiterJS,Limiter/Clipper,Dynamics; Limiter/Clipper,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Bus/Master,limiter keyword,,,,,,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Dynamics/Limiter,"['Dynamics/Limiter', 'Mastering/Limiter']",,,,,,,,False,0.0,False,novendor|js: simple peak-1 limiter,True,,True,lim_kw,True,auto_strict
JS: Stereo Upmix,Stereo Upmix,Cockos JS/JSFX,JS,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools; Utility/Other,,high,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools;Utility/Other,,high,False,False,,1450,loser/stereo,Spatial/Imaging,Spatial/Imaging,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,0.0,False,cockos js/jsfx|stereo upmix,True,,True,name/format heuristic,True,auto_strict
JS: Stereo Enhancer,Stereo Enhancer,Cockos JS/JSFX,JS,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools; Utility/Other,,high,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools;Utility/Other,,high,False,False,,1451,loser/stereoEnhancer,Spatial/Imaging,Spatial/Imaging,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,0.0,False,cockos js/jsfx|stereo enhancer,True,,True,name/format heuristic,True,auto_strict
JS: Stereo Field Manipulator,Stereo Field Manipulator,Cockos JS/JSFX,JS,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools; Utility/Other,,high,False,Spatial/Stereo_Tools,Spatial/Stereo_Tools;Utility/Other,,high,False,False,,1452,loser/StereoField,Spatial/Imaging,Spatial/Imaging,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,0.0,False,cockos js/jsfx|stereo field manipulator,True,,True,name/format heuristic,True,auto_strict
JS: Channel Time Delayer,Channel Time Delayer,Cockos JS/JSFX,JS,False,Delay/Echo,Delay/Echo; Utility/Other,,high,False,Delay/Echo,Delay/Echo;Utility/Other,,high,False,False,,1453,loser/TimeDelayer,Delay,Delay; Pitch/Time,Delay/Echo,Delay/Echo;Utility/Other,Bus/FX;IDM/SoundDesign,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Delay/Echo,Delay/Echo;Utility/Other,Delay/Echo,"['Delay/Echo', 'Utility/Other']",,,,,,,,False,0.0,False,cockos js/jsfx|channel time delayer,True,,True,delay_kw,True,auto_strict
JS: Time Difference Pan,Time Difference Pan,Cockos JS/JSFX,JS,False,Utility/Other,Utility/Other,,high,False,Spatial/Panner,Utility/Other;Spatial/Panner,,high,False,False,Mapped JSFX by name pattern.,1454,loser/timeDifferencePan,Pitch/Time,Pitch/Time; Spatial/Imaging,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,0.0,False,cockos js/jsfx|time difference pan,True,,True,name/format heuristic,True,auto_strict
JS: Transient Controller,Transient Controller,,JS,False,Dynamics/TransientShaper,Dynamics/TransientShaper,,high,False,Dynamics/TransientShaper,Dynamics/TransientShaper,,high,False,False,,1455,loser/TransientController,Transient/Shaper,Dynamics; Transient/Shaper,Dynamics/TransientShaper,Dynamics/TransientShaper,,transient keyword,,,,,,Dynamics/TransientShaper,Dynamics/TransientShaper,Dynamics/TransientShaper,['Dynamics/TransientShaper'],,,,,,,,False,0.0,False,novendor|js: transient controller,True,,True,name/format heuristic,True,auto_strict
JS: Transient Killer,Transient Killer,,JS,False,Dynamics/TransientShaper,Dynamics/TransientShaper,,high,False,Dynamics/TransientShaper,Dynamics/TransientShaper,,high,False,False,,1456,loser/TransientKiller,Transient/Shaper,Dynamics; Transient/Shaper,Dynamics/TransientShaper,Dynamics/TransientShaper,,transient keyword,,,,,,Dynamics/TransientShaper,Dynamics/TransientShaper,Dynamics/TransientShaper,['Dynamics/TransientShaper'],,,,,,,,False,0.0,False,novendor|js: transient killer,True,,True,name/format heuristic,True,auto_strict
JS: Upward Expander,Upward Expander,,JS,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,Dynamics/GateExpander,Dynamics/GateExpander,,high,False,False,,1457,loser/UpwardExpander,Dynamics,Dynamics,Dynamics/GateExpander,Dynamics/GateExpander,Bus/Groups;Bus/Tracks,gate keyword,,,,,,Dynamics/GateExpander,Dynamics/GateExpander,Dynamics/GateExpander,['Dynamics/GateExpander'],,,,,,,,False,0.0,False,novendor|js: upward expander,True,,True,name/format heuristic,True,auto_strict
JS: Waveshaping Distortion,Waveshaping Distortion,,JS,False,Distortion/Distortion,Distortion/Distortion; FX/Distortion,,high,False,Distortion/Overdrive_Distortion,Distortion/Distortion;FX/Distortion,,high,False,False,,1458,loser/waveShapingDstr,Saturation/Distortion,Saturation/Distortion,Distortion/Distortion,Distortion/Distortion;FX/Distortion,Bus/Coloring;Bus/FX,v6 sat/dist,,,,,,Distortion/Distortion,Distortion/Distortion;FX/Distortion,Distortion/Distortion,"['Distortion/Distortion', 'FX/Distortion']",,,,,,,,False,0.0,False,novendor|js: waveshaping distortion,True,,True,keyword: saturation/distortion,True,auto_strict
JS: White Noise Generator,White Noise Generator,Cockos JS/JSFX,JS,False,Utility/Other,Utility/Other,,high,False,Analysis/Generator_Noise,Analysis/Generator_Noise;Utility/Other;Generator/Noise,,high,False,False,Mapped JSFX by name pattern.,1459,loser/WhiteNoise,Noise/Generator,Noise/Generator,Utility/Other,Utility/Other,,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Utility/Other,Utility/Other,Utility/Other,['Utility/Other'],,,,,,,,False,1.0,False,cockos js/jsfx|white noise generator,True,,True,keyword: noise generator,True,auto_strict
JS: Zero Crossing Maximizer,Zero Crossing Maximizer,,JS,False,Dynamics/Limiter,Dynamics/Limiter; Mastering/Limiter,,high,False,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,,high,False,False,,1460,loser/ZeroCrossingMaximizer,Limiter/Clipper,Dynamics; Limiter/Clipper,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Bus/Master,limiter keyword,,,,,,Dynamics/Limiter,Dynamics/Limiter;Mastering/Limiter,Dynamics/Limiter,"['Dynamics/Limiter', 'Mastering/Limiter']",,,,,,,,False,0.0,False,novendor|js: zero crossing maximizer,True,,True,lim_kw,True,auto_strict
JS: Bit Meter (Cockos),Bit Meter,Cockos,JS,False,Metering/Analysis,Metering; Metering/Analysis,,high,False,Analysis/Metering,Analysis/Metering;Metering;Metering/Analysis,,high,False,True,[patch:IFLS_v11_6_DAY24_BLOCK24_PATCH_20260130_211502.zip]turn2search4 | bit meter,1461,meters/bit_meter,LoFi/Degrade,LoFi/Degrade; Metering/Analysis,Metering/Analysis,Metering;Metering/Analysis,Mix check,v6 lofi,Name indicates metering/analysis.,,,,,Metering/Analysis,Metering;Metering/Analysis,Metering/Analysis,"['Metering', 'Metering/Analysis']",,,,,,,,False,1.5,False,cockos|bit meter,True,,False,web,True,web
JS: Dynamic Range Meter,Dynamic Range Meter,,JS,False,Analysis/Metering,Analysis/Metering; Utility/Metering,,high,False,Analysis/Metering,Analysis/Metering;Utility/Metering,,high,False,False,,1462,meters/dynamics_meter,Dynamics,Dynamics; Metering/Analysis,Utility/Metering,Utility/Metering,Mastering;Bus/Groups;Utility/Metering,verified: metering,,,,,,Utility/Metering,Utility/Metering,Utility/Metering,['Utility/Metering'],,,,,,,,False,0.0,False,novendor|js: dynamic range meter,True,,True,analysis_kw,True,auto_strict
JS: Audio To MIDI Drum Trigger,Audio To MIDI Drum Trigger,,JS,False,Instrument/Drums/DrumSynth,Drums; Instrument; Instrument/Drums/DrumSynth; InstrumentTag/drums; InstrumentTag/synth; Synth,Instrument/Drums/DrumSynth,high,False,MIDI/Conversion,MIDI/Conversion;Drums;Instrument;Instrument/Drums/DrumSynth;InstrumentTag/drums;InstrumentTag/synth;Synth,,high,False,True,[patch:IFLS_v11_6_DAY23_BLOCK23_PATCH_20260130_210510.zip]https://www.reapertips.com/post/how-to-convert-drums-to-midi-in-reaper | Converts audio transients to MIDI notes.,1463,midi/drumtrigger,Instruments,Instruments,Instrument,Instrument,Instrument,v6 instrument,,Instrument/Drums/DrumMachineOrSynth,Instrument;Drums;Synth,medium,Keywords indicate drum machine/drum synth.,Instrument/Drums/DrumMachineOrSynth,Drums;Instrument;Synth,Instrument/Drums/DrumMachineOrSynth,"['Drums', 'Instrument', 'Synth']",Instrument/Drums/DrumSynth,drums;synth,medium,Name indicates a drum synth.,drums;synth,medium,Refined instrument type from v10.5 using name/vendor rules: Instrument/Drums/DrumMachineOrSynth → Instrument/Drums/DrumSynth.,False,1.0,False,novendor|js: audio to midi drum trigger,True,,False,web,True,web
JS: MIDI Note-On Delay,MIDI Note-On Delay,Cockos JS/JSFX,JS,False,Delay/Echo,Delay/Echo; Utility/Other,,high,False,MIDI/Utility,Delay/Echo;Utility/Other,,high,False,False,,1464,midi/midinoteondelay,MIDI/Sequencing,Delay; MIDI/Sequencing,Delay/Echo,Delay/Echo;Utility/Other,Bus/FX;IDM/SoundDesign,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Delay/Echo,Delay/Echo;Utility/Other,Delay/Echo,"['Delay/Echo', 'Utility/Other']",,,,,,,,False,1.0,False,cockos js/jsfx|midi note-on delay,True,,True,keyword: midi utility/delay,True,auto_strict
JS: MIDI Arpeggiator,MIDI Arpeggiator,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1465,midi/midi_arp,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi arpeggiator,True,,True,name/format heuristic,True,auto_strict
JS: MIDI CC Mapper,MIDI CC Mapper,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1466,midi/midi_CC_mapper,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi cc mapper,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Choke,MIDI Choke,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1467,midi/midi_choke,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi choke,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Chorderizer,MIDI Chorderizer,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1468,midi/midi_chorderizer,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi chorderizer,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Chord In Key,MIDI Chord In Key,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1469,midi/midi_chordkey,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi chord in key,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Delay,MIDI Delay,Cockos JS/JSFX,JS,False,Delay/Echo,Delay/Echo; Utility/Other,,high,False,MIDI/Utility,Delay/Echo;Utility/Other,,high,False,False,,1470,midi/midi_delay,MIDI/Sequencing,Delay; MIDI/Sequencing,Delay/Echo,Delay/Echo;Utility/Other,Bus/FX;IDM/SoundDesign,JS/JSFX: categorized by script folder (Effects/<category>/...) and effect name keywords.,,,,,,Delay/Echo,Delay/Echo;Utility/Other,Delay/Echo,"['Delay/Echo', 'Utility/Other']",,,,,,,,False,1.0,False,cockos js/jsfx|midi delay,True,,True,keyword: midi utility/delay,True,auto_strict
JS: MIDI Logger,MIDI Logger,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1471,midi/midi_logger,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi logger,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Map To Key,MIDI Map To Key,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1472,midi/midi_maptokey,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi map to key,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Route Note To Channel,MIDI Route Note To Channel,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1473,midi/midi_note2channel,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi route note to channel,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Note Filter,MIDI Note Filter,,JS,False,MIDI/Sequencing,FX/Filter; Filter/Multimode; MIDI/Sequencing,,high,False,MIDI/Sequencing,FX/Filter;Filter/Multimode;MIDI/Sequencing,,high,False,False,,1474,midi/midi_note_filter,MIDI/Sequencing,EQ/Filter; MIDI/Sequencing,MIDI/Sequencing,FX/Filter;Filter/Multimode;MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,FX/Filter;Filter/Multimode;MIDI/Sequencing,MIDI/Sequencing,"['FX/Filter', 'Filter/Multimode', 'MIDI/Sequencing']",,,,,,,,False,0.9,False,novendor|js: midi note filter,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Note Hold,MIDI Note Hold,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1475,midi/midi_note_hold,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi note hold,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Note Repeater,MIDI Note Repeater,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1476,midi/midi_note_repeater,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi note repeater,True,,True,name/format heuristic,True,auto_strict
JS: MIDI note sanitizer,MIDI note sanitizer,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1477,midi/midi_note_sanitizer,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi note sanitizer,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Transpose Notes,MIDI Transpose Notes,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1478,midi/midi_transpose,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi transpose notes,True,,True,name/format heuristic,True,auto_strict
JS: MIDI Velocity Control,MIDI Velocity Control,,JS,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,MIDI/Sequencing,MIDI/Sequencing,,high,False,False,,1479,midi/midi_velocitycontrol,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,,v6 midi,,,,,,MIDI/Sequencing,MIDI/Sequencing,MIDI/Sequencing,['MIDI/Sequencing'],,,,,,,,False,0.0,False,novendor|js: midi velocity control,True,,True,name/format heuristic,True,auto_strict
